customer_id,total_spent
C603679L,4734540
C260987L,4734540
C498837L,4734540
C388303L,4698000
C612225L,4698000
C123638L,4698000
C849804L,4698000
C867277L,4698000
C940999L,4668710
C969119L,4666100
C922875L,4640000
C198991L,4638840
C266750L,4638840
C447712L,4638840
C755329L,4638840
C963796L,4591860
C605914L,4581942
C717684L,4551840
C465666L,4551840
C370621L,4523884
C379165L,4523884
C326720L,4508050
C115338L,4487402
C869172L,4483654.625
C625201L,4477600
C399668L,4476150
C954660L,4450630
C890940L,4441361.625
C185779L,4436942
C317259L,4410320
C215643L,4410320
C628392L,4410320
C602010L,4408000
C544293L,4407942
C607091L,4407942
C821812L,4402780
C587254L,4378942
C906123L,4378942
C949390L,4378942
C516220L,4378942
C182622L,4350000
C440667L,4349942
C932944L,4349942
C407930L,4336080
C562918L,4336080
C920061L,4336080
C921743L,4336080
C927784L,4336080
C338431L,4308820
C766353L,4295422
C137982L,4264392
C240208L,4261260
C352487L,4245716
C223799L,4236784
C556591L,4216600
C838641L,4215440
C928388L,4215440
C168992L,4215440
C170689L,4215440
C852869L,4196300
C684531L,4176000
C922403L,4176000
C780410L,4175942
C111666L,4175942
C667928L,4151640
C831589L,4151640
C220785L,4150886
C682985L,4144158
C905006L,4134298
C551481L,4127802
C995583L,4121074
C909857L,4121074
C442565L,4092886
C226430L,4090276
C516821L,4065626
C471753L,4060000
C186576L,4060000
C635713L,4060000
C661635L,4054200
C345434L,4053910
C850252L,4029840
C276633L,4024620
C294431L,4019400
C545190L,3965170
C635495L,3958500
C784177L,3958500
C496529L,3958500
C697369L,3949800
C320667L,3943942
C210751L,3943942
C359552L,3943942
C374751L,3920568
C499098L,3886000
C617057L,3866860
C319174L,3857000
C481158L,3857000
C274501L,3848300
C885565L,3838092
C518000L,3825680
C901597L,3809092
C304906L,3806250
C337705L,3787400
C943270L,3770058
C666013L,3770000
C385646L,3769942
C203955L,3769942
C893408L,3769942
C863302L,3764200
C484667L,3763910
C499591L,3763910
C240581L,3763910
C317777L,3757530
C757377L,3757356
C588745L,3741000
C504330L,3740942
C551504L,3740942
C898816L,3731140
C211164L,3728530
C806991L,3723600
C740296L,3714900
C919222L,3713102
C640667L,3712232
C818119L,3712000
C658358L,3711942
C833446L,3711942
C113767L,3701844.203125
C139855L,3699936
C494276L,3683000
C823201L,3683000
C727016L,3683000
C211465L,3683000
C548952L,3683000
C857008L,3683000
C842170L,3663280
C863590L,3663222
C422171L,3662700
C304632L,3653942
C327170L,3632192
C706912L,3625000
C641308L,3624942
C156959L,3624942
C533158L,3614560
C197222L,3596000
C614407L,3583820
C180533L,3565260
C780258L,3561200
C688087L,3561200
C632012L,3561200
C216417L,3559344
C292536L,3532084
C930868L,3494152
C966450L,3458308
C796422L,3456800
C521935L,3451000
C853448L,3440850
C824977L,3440850
C827907L,3440850
C166348L,3438820
C688797L,3408660
C258667L,3364000
C910919L,3364000
C450037L,3362782
C872421L,3305710
C363012L,3286744
C695592L,3267024
C558351L,3258150
C175302L,3253800
C213343L,3247594
C857890L,3236400
C828137L,3236226
C454160L,3225496
C163934L,3224800
C489981L,3189884
C822743L,3184200
C391618L,3172020
C950477L,3171440
C761888L,3149997.5
C395230L,3145050
C490497L,3132000
C951367L,3132000
C436011L,3132000
C295317L,3131942
C329053L,3130550
C454551L,3107060
C174427L,3103000
C547681L,3081250
C900915L,3070230
C711453L,3050800
C499767L,3049350
C602850L,3048190
C809453L,3045000
C839720L,3044942
C241821L,3033400
C720927L,3032472
C813946L,3026150
C339400L,3026150
C887703L,3022525
C618317L,3004400
C411258L,2998600
C500995L,2983810
C622883L,2978300
C176299L,2961712
C299859L,2957913
C811261L,2943442
C795566L,2911600
C558438L,2911600
C986837L,2904814
C734785L,2899884
C845064L,2891242
C265629L,2869840
C844249L,2864910
C780584L,2858240
C574563L,2818800
C711954L,2807084
C139822L,2793570
C880014L,2784000
C331675L,2783942
C168876L,2754710
C595809L,2741370
C127878L,2741370
C791503L,2720200
C317326L,2710050
C257393L,2695840
C353808L,2695840
C713431L,2668000
C171874L,2667884
C940987L,2650600
C849387L,2644800
C372757L,2622470
C648252L,2621257.75
C217246L,2618700
C159766L,2610000
C612260L,2609362
C752545L,2604200
C181436L,2588250
C313927L,2588250
C816599L,2539820
C990726L,2533672
C569357L,2529960
C491779L,2528800
C960097L,2523000
C495676L,2509080
C909222L,2505547.75
C595566L,2505310
C619677L,2505310
C563598L,2496900
C117628L,2496900
C566168L,2496900
C717221L,2493768
C842855L,2490984
C224432L,2485358
C306526L,2479790
C413536L,2475440
C891022L,2455720
C157544L,2421500
C826850L,2411640
C888995L,2401200
C522289L,2401200
C854229L,2380900
C969315L,2377710
C699837L,2370460
C617555L,2323944
C426132L,2320000
C835942L,2320000
C762523L,2319942
C488014L,2319942
C430619L,2319942
C200057L,2319942
C390635L,2319942
C491806L,2319942
C214255L,2308400
C195703L,2297380
C538631L,2297380
C620963L,2291000
C914093L,2269424
C776042L,2265625
C131834L,2262000
C568309L,2261942
C383629L,2261420
C608898L,2255040
C201512L,2235320
C128765L,2212410
C174413L,2212410
C883602L,2212410
C860283L,2207190
C190091L,2204000
C333743L,2190892
C373284L,2181380
C943435L,2170534
C323025L,2170534
C261226L,2146000
C987678L,2146000
C543805L,2144840
C734921L,2140200
C293389L,2138750
C830683L,2138239.5
C859546L,2130630
C317146L,2117000
C477884L,2111142
C790532L,2109750
C598984L,2101630
C256400L,2099542
C745016L,2096642
C432189L,2096410
C544122L,2096410
C495308L,2096410
C605459L,2094438
C802541L,2088000
C332182L,2088000
C352171L,2086840
C864099L,2076342
C172015L,2075182
C426604L,2070484
C867446L,2061842
C256446L,2059000
C508405L,2059000
C886226L,2059000
C410131L,2051344
C733738L,2051344
C601425L,2047400
C307227L,2042760
C742165L,2032900
C128609L,2030000
C736500L,2030000
C512759L,2022750
C290414L,2018400
C799285L,2015500
C970510L,2015500
C421798L,2014920
C326471L,2014920
C358830L,2014920
C334022L,2014920
C196682L,2005350
C913321L,2003900
C479492L,2001000
C586337L,1989400
C700241L,1973160
C777089L,1972000
C887786L,1972000
C321679L,1972000
C525088L,1971942
C220198L,1971942
C889753L,1971768
C685632L,1960284
C145587L,1954078
C404912L,1947350
C951338L,1931400
C723754L,1925600
C481499L,1925600
C225454L,1924150
C501549L,1923280
C347731L,1913942
C177843L,1913536
C652463L,1913420
C146794L,1911680
C719440L,1911680
C881371L,1911100
C763722L,1900950
C744728L,1894686
C172503L,1894686
C496355L,1893990
C160389L,1890800
C313534L,1887900
C878882L,1886450
C304951L,1885000
C964079L,1885000
C128520L,1885000
C886572L,1879200
C652399L,1872820
C553296L,1870442
C447557L,1865570
C120887L,1856000
C819062L,1855884
C278051L,1834540
C554105L,1832742
C517688L,1826942
C136210L,1823926
C713963L,1795680
C231924L,1780600
C551324L,1775960
C928680L,1768362
C975259L,1764302
C607672L,1764070
C933480L,1752180
C574758L,1747830
C226151L,1742900
C560959L,1740000
C368335L,1735853
C446430L,1727762
C835751L,1721730
C604324L,1719410
C231841L,1719410
C434444L,1718406.0625
C993393L,1718192
C551264L,1716220
C509023L,1715350
C238947L,1711000
C529590L,1711000
C881207L,1711000
C434751L,1709550
C978527L,1703750
C688480L,1701720
C655017L,1682000
C673426L,1682000
C413047L,1682000
C241190L,1682000
C968002L,1682000
C655824L,1682000
C916649L,1682000
C493693L,1682000
C943127L,1682000
C451335L,1681942
C717559L,1676200
C931953L,1670400
C259517L,1664600
C170103L,1658800
C888201L,1654392
C389745L,1653928
C637337L,1653000
C324132L,1653000
C544448L,1639718
C402053L,1633280
C680487L,1624000
C275774L,1624000
C400722L,1613850
C724168L,1612400
C654029L,1597146
C565012L,1589142
C222936L,1588620
C787119L,1566000
C157780L,1566000
C936732L,1566000
C840846L,1565420
C218121L,1564376
C287376L,1562172
C976924L,1561128
C481492L,1552370
C535886L,1552370
C807679L,1552370
C304965L,1552370
C763177L,1552370
C259604L,1551384
C955839L,1547150
C698317L,1540697.5
C391075L,1537000
C200313L,1531374
C777017L,1510900
C329646L,1508000
C507440L,1507942
C972704L,1473200
C141629L,1473142
C811785L,1461484
C232436L,1461484
C261243L,1450000
C755600L,1449942
C861782L,1433760
C451085L,1432600
C122065L,1421000
C247380L,1421000
C390206L,1417764.765625
C955726L,1409400
C305209L,1403600
C400269L,1392000
C968454L,1392000
C254277L,1391942
C220760L,1390840
C134052L,1390260
C371644L,1390260
C894573L,1387940
C985612L,1378776
C405274L,1363000
C712908L,1357200
C756592L,1356040
C589918L,1355402
C453517L,1355402
C735927L,1343280
C410639L,1340670
C115129L,1333420
C827265L,1305000
C978174L,1289340
C213587L,1286962
C813361L,1284990
C390416L,1282919.375
C192846L,1276000
C204069L,1276000
C387663L,1275420
C583837L,1270200
C175120L,1266720
C156665L,1264400
C549224L,1256570
C480851L,1249900
C481062L,1237314
C259981L,1223336
C942158L,1218000
C657362L,1218000
C185164L,1218000
C276960L,1218000
C382290L,1212200
C182986L,1210112
C879144L,1203500
C242882L,1200600
C127081L,1200600
C610078L,1197410
C862535L,1195902
C848357L,1195322
C845035L,1190160
C876097L,1189000
C489513L,1187550
C628603L,1183200
C263779L,1177284
C388719L,1176878
C864005L,1166032
C658145L,1160000
C683691L,1160000
C544288L,1160000
C784668L,1160000
C362680L,1160000
C547850L,1160000
C143245L,1157100
C289178L,1154200
C756954L,1154200
C142320L,1154200
C396754L,1154200
C895872L,1154200
C287856L,1154142
C863131L,1153910
C560023L,1153620
C240610L,1153620
C757933L,1152460
C532629L,1148400
C627128L,1143180
C432709L,1142600
C527600L,1141788
C825985L,1136800
C593068L,1130130
C189009L,1100840
C129961L,1099100
C790408L,1096200
C725037L,1096200
C689707L,1096142
C864410L,1095811.984375
C961402L,1087500
C601564L,1087500
C314803L,1083208
C529160L,1075900
C315164L,1069145.875
C732158L,1061400
C819324L,1060704
C373784L,1059776
C897819L,1059660
C406406L,1046900
C392296L,1044000
C569932L,1044000
C410033L,1044000
C356966L,1044000
C419376L,1044000
C298406L,1041100
C353600L,1038780
C712686L,1038635
C565920L,1035300
C842885L,1026600
C213949L,1026542
C118563L,1022482
C609754L,1021902
C791023L,1020452
C871729L,1017900
C766565L,1015000
C850633L,1009200
C465263L,1009200
C337702L,1009200
C724832L,1009200
C500766L,1001776
C609115L,994700
C822501L,986000
C296643L,986000
C204382L,985942
C232383L,985942
C358924L,985942
C354444L,985710
C227974L,980142
C690725L,979620
C833467L,979272
C308989L,976720
C271531L,974922
C830977L,970646.8125
C196051L,966860
C363835L,962800
C861468L,962684
C720280L,957000
C212002L,957000
C255724L,957000
C337184L,957000
C360295L,955840
C566330L,953715.4375
C312859L,952650
C455788L,945400
C468569L,943683.1875
C823189L,941282
C319814L,936816
C301066L,936062
C942237L,928000
C295434L,928000
C807552L,921330
C192625L,919300
C431390L,917560
C435752L,904800
C567307L,899000
C872595L,899000
C796218L,896100
C577176L,893200
C835970L,892957.5625
C838657L,889575
C851620L,884500
C710795L,882180
C441523L,881600
C861081L,881600
C356814L,876380
C263041L,873480
C593262L,870000
C857523L,870000
C877563L,868840
C949082L,868840
C499302L,868840
C370534L,867100
C248407L,864200
C713173L,864200
C870711L,863040
C462915L,856080
C541864L,855326
C718846L,852600
C547048L,850280
C399878L,849555
C855079L,843900
C474741L,841000
C680479L,841000
C502254L,841000
C234773L,841000
C324691L,841000
C631361L,839086
C812812L,827544
C607344L,824238
C576952L,823020
C927175L,822150
C919450L,816640
C816773L,814320
C562441L,814320
C712032L,809332
C385951L,809100
C402794L,806200
C430739L,800400
C569230L,800400
C364393L,800400
C991995L,800400
C120098L,800400
C248469L,800400
C191651L,800400
C199781L,800400
C859189L,800400
C815092L,800400
C853288L,800400
C827569L,800400
C252035L,800400
C917631L,800400
C766077L,800342
C881086L,800110
C944877L,797500
C344343L,797500
C924102L,795760
C154828L,794484
C678301L,791700
C715337L,791700
C539086L,791700
C127184L,791700
C559933L,787350
C120985L,783362.5
C913874L,783000
C813665L,783000
C485419L,783000
C427924L,783000
C826406L,783000
C816989L,783000
C299959L,782942
C191776L,779462
C225030L,775344
C673184L,774300
C573345L,772676
C866611L,768645
C555100L,767920
C720917L,765600
C269751L,764498
C401539L,759800
C761951L,755276
C814555L,754783.578125
C139135L,754000
C279368L,748200
C676303L,748200
C235021L,748200
C829183L,746170
C795052L,744952
C199121L,742400
C381049L,741124
C674615L,730800
C264023L,728480
C413709L,728248
C274315L,725812
C415016L,725000
C891008L,725000
C242737L,725000
C382697L,725000
C149325L,718620
C267397L,713400
C126124L,711950
C205273L,711254
C297208L,711254
C643883L,711254
C284236L,705860
C907159L,702612
C550002L,699654
C384466L,698900
C541439L,696000
C287400L,696000
C617345L,696000
C119111L,696000
C711764L,695942
C288152L,695188
C932902L,690200
C538863L,690200
C841484L,690200
C587654L,690200
C112258L,689446
C508875L,689330
C546633L,686140
C121623L,684980
C683241L,684690
C971900L,684400
C298804L,680920
C713972L,678600
C774677L,678600
C934120L,675700
C526737L,667000
C949083L,660852
C531144L,660040
C934957L,652500
C487094L,652500
C713657L,652500
C407670L,652326
C212997L,650760
C902527L,649600
C315116L,649600
C890814L,649600
C417708L,649194
C432990L,644032
C349501L,641190
C886643L,641132
C186002L,641132
C954117L,640900
C892699L,638000
C482428L,637420
C283648L,636608
C460493L,635100
C392662L,635100
C451930L,635100
C552222L,635100
C764205L,635100
C624297L,635100
C850185L,635100
C440374L,632200
C833283L,632142
C745297L,632142
C218770L,632142
C203840L,630750
C247649L,626400
C923240L,626400
C510816L,625704
C355284L,624892
C774835L,619440
C643275L,618280
C770151L,615960
C895064L,614800
C331799L,613698
C992247L,612248
C941200L,609000
C309123L,609000
C165059L,608942
C555245L,607608
C455662L,606390
C615063L,602910
C629303L,601344
C676102L,600300
C474548L,598212
C139500L,597400
C171718L,597400
C654928L,596240
C539674L,596182
C348900L,594500
C179018L,591600
C786292L,589570
C420548L,584060
C989089L,582320
C942292L,580000
C558736L,580000
C240527L,580000
C357173L,579942
C382393L,579942
C258631L,579942
C656885L,579942
C377488L,579420
C969541L,574200
C795284L,574200
C175928L,574084
C199971L,572460
C617766L,571300
C278013L,571300
C118268L,568400
C671304L,568400
C566964L,568400
C832673L,565500
C823922L,565326
C601525L,564630
C751410L,564630
C856647L,562600
C158864L,561440
C671684L,558830
C196720L,558540
C993898L,556800
C812780L,556742
C773709L,556452
C506704L,554190
C613160L,551000
C937013L,551000
C982843L,549840
C772704L,548448
C771769L,548100
C286214L,548100
C383753L,545200
C218482L,545200
C114463L,543228
C251997L,541140
C117017L,539980
C383266L,539400
C613677L,536500
C469190L,535340
C210337L,531280
C887845L,528264
C325085L,526640
C954205L,526350
C127144L,524900
C123513L,524320
C527055L,522000
C624730L,522000
C665146L,522000
C413469L,522000
C581597L,522000
C223672L,522000
C494548L,522000
C787211L,522000
C306430L,522000
C249842L,522000
C849967L,522000
C940154L,522000
C900279L,522000
C838592L,522000
C880722L,522000
C192819L,522000
C243149L,522000
C619834L,522000
C697518L,522000
C916534L,522000
C691189L,522000
C650240L,521942
C944560L,521942
C319070L,521826
C493516L,521826
C644653L,521710
C872183L,521420
C988571L,520898
C487528L,520492
C290034L,519680
C457096L,519100
C492932L,516780
C396208L,512430
C901131L,510516
C188809L,510400
C913727L,510400
C725830L,510400
C538250L,510400
C579794L,509820
C137118L,508950
C448037L,508660
C113061L,507442
C331164L,500250
C717679L,498742
C570821L,496944
C948604L,493000
C844272L,493000
C360501L,493000
C438982L,493000
C585651L,493000
C464051L,493000
C141121L,493000
C420873L,493000
C854425L,493000
C554024L,492420
C860360L,490680
C866250L,490100
C242356L,490100
C751329L,489926
C652734L,488650
C308277L,488418
C694973L,488360
C543327L,488360
C375595L,488360
C840399L,488360
C243200L,488360
C848613L,488360
C646010L,488360
C826722L,487200
C238230L,487200
C996448L,487200
C735448L,487200
C649688L,484880
C533914L,480878
C844341L,480530
C266096L,479312
C700491L,478210
C933998L,476528
C349980L,475368
C713425L,469800
C536052L,469800
C589059L,469800
C865251L,468408
C503253L,466842
C702933L,466784
C373791L,464000
C670896L,464000
C735415L,464000
C147249L,464000
C919468L,464000
C467150L,464000
C460610L,464000
C749538L,464000
C860548L,464000
C607972L,464000
C737831L,464000
C890325L,464000
C742231L,464000
C836809L,464000
C385693L,464000
C688872L,464000
C628245L,464000
C536378L,464000
C839755L,463942
C806665L,463884
C210865L,463884
C171924L,463884
C368601L,463710
C303166L,463710
C483318L,463536
C579669L,463536
C714124L,463536
C907593L,463420
C363500L,461100
C514643L,459940
C367865L,459940
C946451L,459882
C287848L,458490
C772184L,455300
C913594L,454140
C715327L,451588
C712752L,449500
C247805L,449500
C379337L,448920
C794985L,446600
C281598L,446600
C402823L,446600
C574874L,446194
C348605L,443700
C254504L,443700
C113520L,443120
C596112L,440800
C409316L,440800
C245316L,439350
C641048L,439002
C382334L,438770
C847221L,438770
C706324L,435000
C563862L,435000
C848074L,435000
C150251L,435000
C305124L,435000
C347383L,435000
C139066L,435000
C869500L,434710
C687298L,434420
C158331L,434420
C248905L,434420
C332699L,433840
C605426L,432854
C465805L,432854
C574921L,432216
C985957L,429200
C269004L,429200
C890492L,429200
C189483L,428620
C763705L,427518
C965864L,423342
C394803L,422240
C189692L,419050
C784615L,418760
C522507L,418008.90625
C857803L,417890
C216058L,417600
C512943L,417600
C988804L,417600
C962578L,417600
C729816L,417600
C816287L,417600
C437156L,417600
C636068L,417542
C170228L,417078
C986058L,416382
C316209L,415280
C425987L,414700
C453519L,413540
C350869L,412496
C266788L,411800
C393272L,411800
C649461L,411742
C318081L,410930
C571352L,409422
C219599L,407450
C790783L,407160
C868378L,406000
C727528L,406000
C182629L,406000
C126672L,406000
C124053L,406000
C910877L,406000
C804461L,405884
C195614L,405884
C528351L,405420
C668516L,405420
C945606L,405130
C116160L,403100
C271561L,403100
C318908L,403100
C874790L,403100
C213152L,403100
C960526L,403100
C545786L,403100
C378820L,403100
C956206L,403100
C754495L,403100
C517438L,403100
C360321L,403100
C685247L,403100
C864846L,403100
C850251L,400200
C405771L,400200
C942480L,400200
C358152L,400200
C247915L,400200
C604951L,400200
C275052L,400200
C425949L,400200
C506825L,400200
C349467L,400200
C228201L,400200
C875370L,400200
C758391L,400200
C854773L,400200
C166448L,400200
C490081L,400200
C967540L,400200
C221507L,400200
C577018L,400200
C749236L,400200
C863827L,400200
C491617L,400200
C487379L,400200
C767768L,400200
C821363L,400200
C820507L,400200
C615777L,400200
C153551L,400200
C839869L,400200
C877022L,400200
C344605L,400200
C319389L,400200
C576765L,400200
C864684L,400200
C409050L,400200
C197331L,400200
C577894L,400200
C603214L,400200
C730593L,400200
C887943L,400200
C475783L,400200
C149914L,400200
C849015L,400200
C979577L,400200
C370584L,400200
C931263L,400200
C919265L,400200
C505505L,400200
C746446L,400200
C812198L,400200
C580970L,400200
C455118L,400200
C563099L,400200
C431005L,400200
C553033L,400200
C673861L,400200
C734552L,400200
C781833L,400200
C505925L,400200
C917760L,400200
C118068L,400200
C702867L,400200
C713207L,400200
C305512L,400200
C200501L,400200
C176332L,400200
C862094L,400200
C804945L,400200
C814447L,400200
C409862L,400200
C375470L,400200
C541149L,400200
C746876L,400200
C230401L,400200
C543153L,400200
C228470L,400200
C802941L,400200
C735964L,400200
C307212L,400200
C837184L,400200
C254201L,400200
C926482L,400200
C985407L,400200
C601204L,400200
C452972L,400200
C286374L,400200
C670128L,400200
C732178L,400200
C727310L,400200
C313074L,400200
C236335L,400200
C333086L,400200
C513079L,400200
C545162L,400200
C153430L,400200
C366090L,400200
C927578L,400200
C167482L,400200
C306419L,400200
C379450L,400200
C763103L,400200
C207844L,400200
C149387L,400200
C866875L,400200
C653184L,400200
C940970L,400200
C592986L,400200
C693623L,400200
C198663L,400200
C289731L,400200
C351295L,400200
C131997L,400142
C389857L,400142
C807487L,400142
C406498L,399620
C306006L,399040
C955962L,399040
C524286L,397880
C830897L,397300
C630030L,397184
C926914L,397184
C370659L,394400
C282235L,394400
C725776L,394400
C450527L,394168
C937189L,391210
C183230L,389180
C825216L,388542
C297572L,385700
C506457L,385700
C121106L,384250
C542850L,384192
C904890L,383670
C809015L,383061
C723722L,382800
C269965L,382800
C535620L,382742
C642828L,381640
C137924L,379900
C171592L,379900
C910506L,379509.65625
